Task_ID,Model,Layer,Compute,Self CPU (us),CPU Total (us),CUDA Total (us),Self CPU Mem (bytes),Self CUDA Mem (bytes),Total Execution Time (us),Total Memory Used (bytes)
heavy_1,PretrainedResNet18,add,CPU-0,259.7490000000689,4130.458999999944,0.0,0,0,4130.458999999944,0
heavy_1,PretrainedResNet18,resnet18_layer1_1_conv1,CPU-0,361.7300000000687,63970.719999999885,0.0,0,0,63970.719999999885,0
heavy_1,PretrainedResNet18,resnet18_layer1_1_bn1,CPU-0,403.64100000003236,3389.7410000001546,0.0,0,0,3389.7410000001546,0
heavy_1,PretrainedResNet18,resnet18_layer1_1_relu_1,CPU-0,328.9770000001881,3673.5510000002105,0.0,0,0,3673.5510000002105,0
heavy_1,PretrainedResNet18,resnet18_layer1_1_relu,CPU-0,533.9330000000482,3344.5740000000224,0.0,0,0,3344.5740000000224,0
heavy_1,PretrainedResNet18,resnet18_layer1_1_conv2,CPU-0,402.4670000000624,66943.193,0.0,0,0,66943.193,0
heavy_1,PretrainedResNet18,resnet18_layer1_1_bn2,CPU-0,425.3320000000531,3816.0840000000608,0.0,0,0,3816.0840000000608,0
heavy_1,PretrainedResNet18,add_1,CPU-0,298.68499999970663,4901.227999999945,0.0,0,0,4901.227999999945,0
heavy_1,PretrainedResNet18,resnet18_layer2_0_conv1,CPU-0,373.4389999998966,40172.21200000009,0.0,0,0,40172.21200000009,0
heavy_1,PretrainedResNet18,resnet18_layer2_0_bn1,CPU-0,385.73299999997835,2586.7660000000033,0.0,0,0,2586.7660000000033,0
heavy_1,PretrainedResNet18,resnet18_layer2_0_relu_1,CPU-0,314.41699999952107,2248.580999999831,0.0,0,0,2248.580999999831,0
heavy_1,PretrainedResNet18,resnet18_layer2_0_relu,CPU-0,449.5020000002696,1934.16400000031,0.0,0,0,1934.16400000031,0
heavy_1,PretrainedResNet18,resnet18_layer2_0_conv2,CPU-0,329.7160000001313,56968.188999999984,0.0,0,0,56968.188999999984,0
heavy_1,PretrainedResNet18,resnet18_layer2_0_bn2,CPU-0,295.7129999999306,1788.4259999999776,0.0,0,0,1788.4259999999776,0
heavy_1,PretrainedResNet18,resnet18_layer2_0_downsample_0,CPU-0,300.0199999997276,10012.003999999957,0.0,0,0,10012.003999999957,0
heavy_1,PretrainedResNet18,resnet18_layer2_0_downsample_1,CPU-0,329.63099999999395,2044.2239999999874,0.0,0,0,2044.2239999999874,0
heavy_1,PretrainedResNet18,add_2,CPU-0,246.31600000034086,2164.51300000021,0.0,0,0,2164.51300000021,0
heavy_1,PretrainedResNet18,resnet18_layer2_1_conv1,CPU-0,297.65200000000186,53114.701,0.0,0,0,53114.701,0
heavy_1,PretrainedResNet18,resnet18_layer2_1_bn1,CPU-0,312.40600000001723,1808.481000000087,0.0,0,0,1808.481000000087,0
heavy_1,PretrainedResNet18,resnet18_layer2_1_relu_1,CPU-0,267.0260000002454,1788.9120000003022,0.0,0,0,1788.9120000003022,0
heavy_1,PretrainedResNet18,resnet18_layer2_1_relu,CPU-0,387.81300000002375,1521.8860000000568,0.0,0,0,1521.8860000000568,0
heavy_1,PretrainedResNet18,resnet18_layer2_1_conv2,CPU-0,319.49300000001676,52713.49199999991,0.0,0,0,52713.49199999991,0
heavy_1,PretrainedResNet18,ProfilerStep*,CPU-0,30719.709999998275,657171.0380000001,0.0,-381693952,0,657171.0380000001,-381693952
heavy_1,PretrainedResNet18,resnet18_layer2_1_bn2,CPU-0,283.5599999999977,1599.7389999999432,0.0,0,0,1599.7389999999432,0
heavy_1,PretrainedResNet18,add_3,CPU-0,227.85500000050524,1789.5260000002454,0.0,0,0,1789.5260000002454,0
heavy_1,PretrainedResNet18,resnet18_layer3_0_conv1,CPU-0,312.6460000000079,32142.79099999997,0.0,0,0,32142.79099999997,0
heavy_1,PretrainedResNet18,resnet18_layer3_0_bn1,CPU-0,298.3660000000382,1470.5289999999222,0.0,0,0,1470.5289999999222,0
heavy_1,PretrainedResNet18,resnet18_layer3_0_relu_1,CPU-0,317.3350000003702,1276.0680000001448,0.0,0,0,1276.0680000001448,0
heavy_1,PretrainedResNet18,resnet18_layer3_0_relu,CPU-0,369.2679999996326,958.7329999997746,0.0,0,0,958.7329999997746,0
heavy_1,PretrainedResNet18,resnet18_layer3_0_conv2,CPU-0,304.6850000001141,53485.18700000009,0.0,0,0,53485.18700000009,0
heavy_1,PretrainedResNet18,resnet18_layer3_0_bn2,CPU-0,313.97300000005635,1060.5610000000452,0.0,0,0,1060.5610000000452,0
heavy_1,PretrainedResNet18,resnet18_layer3_0_downsample_0,CPU-0,287.3649999999325,6874.93200000003,0.0,0,0,6874.93200000003,0
heavy_1,PretrainedResNet18,resnet18_layer3_0_downsample_1,CPU-0,291.89299999992363,1218.1170000000857,0.0,0,0,1218.1170000000857,0
heavy_1,PretrainedResNet18,add_4,CPU-0,238.55799999996088,1040.173999999999,0.0,0,0,1040.173999999999,0
heavy_1,PretrainedResNet18,resnet18_layer3_1_conv1,CPU-0,320.2280000002356,52557.796000000206,0.0,0,0,52557.796000000206,0
heavy_1,PretrainedResNet18,resnet18_layer3_1_bn1,CPU-0,298.6200000002864,1162.0130000002682,0.0,0,0,1162.0130000002682,0
heavy_1,PretrainedResNet18,resnet18_layer3_1_relu_1,CPU-0,266.52699999982724,1212.6509999998962,0.0,0,0,1212.6509999998962,0
heavy_1,PretrainedResNet18,resnet18_layer3_1_relu,CPU-0,354.45100000000093,946.1240000000689,0.0,0,0,946.1240000000689,0
heavy_1,PretrainedResNet18,resnet18_layer3_1_conv2,CPU-0,321.00900000002,54140.92899999989,0.0,0,0,54140.92899999989,0
heavy_1,PretrainedResNet18,resnet18_layer3_1_bn2,CPU-0,291.65400000009686,1137.714000000211,0.0,0,0,1137.714000000211,0
heavy_1,PretrainedResNet18,add_5,CPU-0,214.29900000011548,1029.9610000000102,0.0,0,0,1029.9610000000102,0
heavy_1,PretrainedResNet18,resnet18_layer4_0_conv1,CPU-0,332.653999999864,32349.986000000034,0.0,0,0,32349.986000000034,0
heavy_1,PretrainedResNet18,resnet18_layer4_0_bn1,CPU-0,275.36200000013923,1081.4100000000908,0.0,0,0,1081.4100000000908,0
heavy_1,PretrainedResNet18,resnet18_layer4_0_relu_1,CPU-0,285.71100000012666,1012.5079999999143,0.0,0,0,1012.5079999999143,0
heavy_1,PretrainedResNet18,resnet18_layer4_0_relu,CPU-0,309.91999999963446,726.7969999997877,0.0,0,0,726.7969999997877,0
heavy_1,PretrainedResNet18,resnet18_layer4_0_conv2,CPU-0,411.8230000001495,58312.42000000004,0.0,0,0,58312.42000000004,0
heavy_1,PretrainedResNet18,resnet18_layer4_0_bn2,CPU-0,342.261000000115,991.9650000000256,0.0,0,0,991.9650000000256,0
heavy_1,PretrainedResNet18,resnet18_layer4_0_downsample_0,CPU-0,290.1389999999665,5939.616000000038,0.0,0,0,5939.616000000038,0
heavy_1,PretrainedResNet18,resnet18_layer4_0_downsample_1,CPU-0,303.60699999990175,1023.7220000000088,0.0,0,0,1023.7220000000088,0
heavy_1,PretrainedResNet18,add_6,CPU-0,220.5329999998794,757.2840000001015,0.0,0,0,757.2840000001015,0
heavy_1,PretrainedResNet18,resnet18_layer4_1_conv1,CPU-0,321.01700000005076,56678.54799999995,0.0,0,0,56678.54799999995,0
heavy_1,PretrainedResNet18,resnet18_layer4_1_bn1,CPU-0,306.52699999976903,1005.710000000021,0.0,0,0,1005.710000000021,0
heavy_1,PretrainedResNet18,resnet18_layer4_1_relu_1,CPU-0,255.9119999994291,938.9849999998114,0.0,0,0,938.9849999998114,0
heavy_1,PretrainedResNet18,resnet18_layer4_1_relu,CPU-0,296.0850000004284,683.0730000003823,0.0,0,0,683.0730000003823,0
